,index,type,geometry,properties.location_state,properties.estab_type,properties.zip_code,properties.city,properties.location_zip,properties.operation_type,properties.state,properties.location_address,properties.address_line_3,properties.location_city,properties.street_name,properties.dba_name,properties.county,properties.entity_name,properties.square_footage,properties.address_line_2,properties.street_number,properties.license_number,geometry.type,geometry.coordinates,address,_location,_latitude,_longitude,_status,_bin,_bbl
1389,9588,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,24 16 40TH AVE,"               ",LONG ISLAND CITY,"40TH AVE               ","JJ GROCERY             ",Queens,"JAMAMU GROCERY CORP              ",1400,"             ",24-16,637681,,,24 16 40TH AVE 24 16 40TH AVE,?,?,?,Failed,?,?
1390,9591,Feature,,NY,"JAC   ",11378,"MASPETH           ",11378,Store,NY,54 16 FLUSHING AVE,"               ",MASPETH,"FLUSHING AVE               ","JAY DELI GROCERY       ",Queens,"JAY DELI GROCERY CORP            ",0,"             ",54-16,638547,,,54 16 FLUSHING AVE 54 16 FLUSHING AVE,?,?,?,Failed,?,?
1391,9593,Feature,,NY,"JAC   ",11379,"MIDDLE VILLAGE    ",11379,Store,NY,75 51 67TH DR,"               ",MIDDLE VILLAGE,"67TH DR                    ",MIDDLE VILLAGE DELI GRC,Queens,"VALDEZ OLIVIER                   ",1500,"             ",75-51,636879,,,75 51 67TH DR 75 51 67TH DR,?,?,?,Failed,?,?
1392,9600,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,33 43 108TH ST,"               ",CORONA,"108TH ST                   ","FIESTA DELI & GRILL    ",Queens,"FIESTA DELI & GRILL INC          ",2500,"             ",33-43,713433,,,33 43 108TH ST 33 43 108TH ST,?,?,?,Failed,?,?
1393,9601,Feature,,NY,"JAC   ",11104,"SUNNYSIDE         ",11104,Store,NY,45 26 43RD AVE,"               ",SUNNYSIDE,"43RD AVE                   ","SUNNY GROCERY          ",Queens,"SUNNY GROCERY YILDIZ CORP        ",3000,"             ",45-26,633463,,,45 26 43RD AVE 45 26 43RD AVE,?,?,?,Failed,?,?
1394,9607,Feature,,NY,"JAC   ",11432,"JAMAICA           ",11432,Store,NY,166 11 HILLSIDE AVE,"               ",JAMAICA,"HILLSIDE AVE              ","MANNAN SUPERMARKET     ",Queens,"NOKIB INC                        ",15000,"             ",166-11,638752,,,166 11 HILLSIDE AVE 166 11 HILLSIDE AVE,?,?,?,Failed,?,?
1395,9608,Feature,,NY,"JAC   ",11375,"FOREST HILLS      ",11375,Store,NY,102 23 METROPOLITAN AVE,"               ",FOREST HILLS,"METROPOLITAN AVE          ","METRO MEAT MARKET      ",Queens,"METRO MEAT MARKET INC            ",0,"             ",102-23,727709,,,102 23 METROPOLITAN AVE 102 23 METROPOLITAN AVE,?,?,?,Failed,?,?
1396,9610,Feature,,NY,"JAC   ",11435,"JAMAICA           ",11435,Store,NY,94 20 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD               ","TONYS JAMAICA MARKET   ",Queens,"TONYS JAMAICA MARKET CORP        ",1500,"             ",94-20,631950,,,94 20 SUTPHIN BLVD 94 20 SUTPHIN BLVD,?,?,?,Failed,?,?
1397,9611,Feature,,NY,"JAC   ",11434,"JAMAICA           ",11434,Store,NY,116 47 SUTPHIN BLVD,"               ",JAMAICA,"SUTPHIN BLVD              ","BATISTA GROCERY        ",Queens,"BATISTA GROCERY CORP             ",1200,"             ",116-47,708861,,,116 47 SUTPHIN BLVD 116 47 SUTPHIN BLVD,?,?,?,Failed,?,?
1398,9614,Feature,,NY,"JAC   ",11426,"BELLEROSE         ",11426,Store,NY,240 25 BRADDOCK AVE,"               ",BELLEROSE,"BRADDOCK AVE          ","RK SWEETS AND SNACKS   ",Queens,"RK SWEETS AND SNACKS INC         ",0,"             ",240-25,727098,,,240 25 BRADDOCK AVE 240 25 BRADDOCK AVE,?,?,?,Failed,?,?
1399,9615,Feature,,NY,"JAC   ",11692,"ARVERNE           ",11692,Store,NY,57 11 SHORE FRONT PKWY,"               ",ARVERNE,"SHORE FRONT PKWY           ","57 FOOD MARKET         ",Queens,"57 FOOD MARKET CORP              ",4000,"             ",57-11,671334,,,57 11 SHORE FRONT PKWY 57 11 SHORE FRONT PKWY,?,?,?,Failed,?,?
1400,9622,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,57 18 108TH STREET,"               ",CORONA,"108TH STREET               ","108TH STREET GROCERY   ",Queens,"108 STREET GROCERY CORP          ",0,"             ",57-18,707882,,,57 18 108TH STREET 57 18 108TH STREET,?,?,?,Failed,?,?
1401,9625,Feature,,NY,"JAC   ",11356,"COLLEGE POINT     ",11356,Store,NY,18 02 COLLEGE POINT BLVD,"               ",COLLEGE POINT,"COLLEGE POINT BLVD         ","888 DELI               ",Queens,"888 DELI CORP                    ",1300,"             ",18-02,729293,,,18 02 COLLEGE POINT BLVD 18 02 COLLEGE POINT BLVD,?,?,?,Failed,?,?
1402,9627,Feature,,NY,"A     ",11355,"FLUSHING          ",11355,Store,NY,147 06 45TH AVE,"               ",FLUSHING,"45TH AVE                  ","RICKY DELI STORE II    ",Queens,"RICKY DELI STORE II INC          ",850,"             ",147-06,704027,,,147 06 45TH AVE 147 06 45TH AVE,?,?,?,Failed,?,?
1403,9628,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,38 15 69TH STREET,"               ",WOODSIDE,"69TH STREET                ","SJ GROCERY CONVENIENCE ",Queens,"SEGUNDO JUNCAL ENTERPRISES CORP  ",500,"             ",38-15,731465,,,38 15 69TH STREET 38 15 69TH STREET,?,?,?,Failed,?,?
1404,9631,Feature,,NY,"JAC   ",11357,"WHITESTONE        ",11357,Store,NY,150 15 14TH AVE,"               ",WHITESTONE,"14TH AVE                  ","RASPBERRY FARM         ",Queens,"RASPBERRY FARM MARKET INC        ",7000,"             ",150-15,633906,,,150 15 14TH AVE 150 15 14TH AVE,?,?,?,Failed,?,?
1405,9632,Feature,,NY,"JAC   ",11358,"FLUSHING          ",11358,Store,NY,32 61 FRANCIS LEWIS BLVD,"               ",FLUSHING,"FRANCIS LEWIS BLVD         ","SKYVIEW DELI & GROCERY ",Queens,"SKYVIEW DELI & GROCERY INC       ",1250,"             ",32-61,737538,,,32 61 FRANCIS LEWIS BLVD 32 61 FRANCIS LEWIS BLVD,?,?,?,Failed,?,?
1406,9640,Feature,,NY,"JABC  ",11428,"QUEENS VILLAGE    ",11428,Store,NY,213 22 JAMAICA AVE,"               ",QUEENS VILLAGE,"JAMAICA AVE               ","KEY FOOD 1300          ",Queens,"FIVE AND ONE FOOD STORES INC     ",15000,"             ",213-22,632762,,,213 22 JAMAICA AVE 213 22 JAMAICA AVE,?,?,?,Failed,?,?
1407,9643,Feature,,NY,"A     ",11104,"SUNNYSIDE         ",11104,Store,NY,44 04 QUEENS BLVD,"               ",SUNNYSIDE,"QUEENS BLVD                ","SOUTH POLE             ",Queens,"SOUTH POLE STORES LLC            ",2000,"             ",44-04,639696,,,44 04 QUEENS BLVD 44 04 QUEENS BLVD,?,?,?,Failed,?,?
1408,9645,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,45 52 46TH ST,"               ",WOODSIDE,"46TH ST                    ",CARNICERIA LAS AMERICAS,Queens,"CARNICERIA LAS AMERICAS INC      ",2200,"             ",45-52,630828,,,45 52 46TH ST 45 52 46TH ST,?,?,?,Failed,?,?
1409,9647,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,47 15 11TH ST,"               ",LONG ISLAND CITY,"11TH ST                    ","LIC STAR               ",Queens,"LIC STAR INC                     ",700,"             ",47-15,638724,,,47 15 11TH ST 47 15 11TH ST,?,?,?,Failed,?,?
1410,9651,Feature,,NY,"JAC   ",11105,"ASTORIA           ",11105,Store,NY,40 13 20TH AVE,"               ",ASTORIA,"20TH AVE                   ","JS MARKET              ",Queens,"JS MARKET INC                    ",0,"             ",40-13,670232,,,40 13 20TH AVE 40 13 20TH AVE,?,?,?,Failed,?,?
1411,9653,Feature,,NY,"JAC   ",11377,"WOODSIDE          ",11377,Store,NY,66 04 QUEENS BLVD,"               ",WOODSIDE,"QUEENS BLVD                ","7-ELEVEN STORE 33549B  ",Queens,"FUTANI 1959 CORP                 ",0,"             ",66-04,637698,,,66 04 QUEENS BLVD 66 04 QUEENS BLVD,?,?,?,Failed,?,?
1412,9661,Feature,,NY,"A     ",11355,"FLUSHING          ",11355,Store,NY,140 75 ASH AVE,"               ",FLUSHING,"ASH AVE UNIT 1B &1C       ","TOP NEW TOWN 99 CENT   ",Queens,"TOP NEW TOWN 99 CENT INC         ",2000,"             ",140-75,729953,,,140 75 ASH AVE 140 75 ASH AVE,?,?,?,Failed,?,?
1413,9666,Feature,,NY,"JAC   ",11104,"SUNNYSIDE         ",11104,Store,NY,46 02 QUEENS BLVD,"               ",SUNNYSIDE,"QUEENS BLVD            ","K & S FISH             ",Queens,"K & S FISH INC                   ",200,"             ",46-02,725678,,,46 02 QUEENS BLVD 46 02 QUEENS BLVD,?,?,?,Failed,?,?
1414,9668,Feature,,NY,"A     ",11102,"ASTORIA           ",11102,Store,NY,27 18 30TH AVE,"               ",ASTORIA,"30TH AVE STORE #10         ","ASTORIA DISCOUNT STORE ",Queens,"ASTORIA DISCOUNT STORE INC       ",1600,"             ",27-18,734076,,,27 18 30TH AVE 27 18 30TH AVE,?,?,?,Failed,?,?
1415,9669,Feature,,NY,"JAC   ",11412,"SAINT ALBANS      ",11412,Store,NY,112 02 FARMERS BLVD,"               ",SAINT ALBANS,"FARMERS BLVD 1 FL         ","L P MINI MARKET        ",Queens,"L P MINI MARKET CORP             ",1000,"             ",112-02,722507,,,112 02 FARMERS BLVD 112 02 FARMERS BLVD,?,?,?,Failed,?,?
1416,9674,Feature,,NY,"JAC   ",11368,"CORONA            ",11368,Store,NY,45 02 JUNCTION BLVD,"               ",CORONA,"JUNCTION BLVD              ","CITY FRESH MARKET      ",Queens,"GURABO PRODUCE CORP              ",10000,"             ",45-02,633195,,,45 02 JUNCTION BLVD 45 02 JUNCTION BLVD,?,?,?,Failed,?,?
1417,9680,Feature,,NY,"JAC   ",11374,"REGO PARK         ",11374,Store,NY,63 76 WOODHAVEN BLVD,"               ",REGO PARK,"WOODHAVEN BLVD             ","FOOD UNIVERSE          ",Queens,"JED MARKET HEAVEN CORP           ",10000,"             ",63-76,718273,,,63 76 WOODHAVEN BLVD 63 76 WOODHAVEN BLVD,?,?,?,Failed,?,?
1418,9685,Feature,,NY,"JAD   ",11378,"MASPETH           ",11378,Store,NY,56 06 56TH STREET,"               ",MASPETH,"56TH STREET                ","BRAHM FOODS            ",Queens,"BRAHM FOODS INC                  ",5000,"             ",56-06,702800,,,56 06 56TH STREET 56 06 56TH STREET,?,?,?,Failed,?,?
1419,9693,Feature,,NY,"JAC   ",11101,"LONG ISLAND CITY  ",11101,Store,NY,47 35 VERNON BLVD,"               ",LONG ISLAND CITY,"VERNON BLVD                ",FAMILY HE GROCERY STORE,Queens,"FAMILY HE GROCERY STORE INC      ",1200,"             ",47-35,705589,,,47 35 VERNON BLVD 47 35 VERNON BLVD,?,?,?,Failed,?,?
1420,9698,Feature,,NY,"JAC   ",11373,"ELMHURST          ",11373,Store,NY,83 21,"               ",ELMHURST,"BROADWAY               ","RONGDU FOOD            ",Queens,"RONGDU FOOD INC                  ",1000,"             ",83-21,721425,,,83 21 83 21,?,?,?,Failed,?,?
